track_name,artist_name,album_name,release_date,popularity,track_id,region,features,languages
EL CLúB,Bad Bunny,DeBÍ TiRAR MáS FOToS,2025-01-05,89,0iKo4pNNjHHdKUcFARlfCa,Mexico,[],Spanish
LINDA,Tito Double P,INCÓMODO,2024-08-22,79,7qXptgpZGo8AFPhJCBVLFE,Mexico,['Neton Vega'],Spanish
LOS CUADROS,Peso Pluma,LOS CUADROS,2024-08-08,81,41EOhpn50qvd8iZSKw531W,Mexico,['Tito Double P'],Spanish
PRIMO,Tito Double P,INCÓMODO,2024-08-22,80,7AysIqSEDiwP4CUsAXJwrk,Mexico,['Natanael Cano'],Spanish
TU SI,Tito Double P,INCÓMODO,2024-08-22,77,0zLA16D7GXoT8K7XFaiCv3,Mexico,['Armenta'],Spanish
PERFuMITO NUEVO,Bad Bunny,DeBÍ TiRAR MáS FOToS,2025-01-05,90,1Q9Efnm5csdCMFynISxL2x,Mexico,['RaiNao'],Spanish
Si No Quieres No,Luis R Conriquez,Si No Quieres No,2024-03-10,83,1C84d9abZVKWHT2YYpoean,Mexico,['Neton Vega'],Spanish
PIÉNSALO,Junior H,$AD BOYZ 4 LIFE II,2023-10-05,82,4ZOkfHC38nxSeSqzGE5HFr,Mexico,[],Spanish
Die With A Smile,Lady Gaga,Die With A Smile,2024-08-16,100,2plbrEY59IikOBgBGLjaoe,Mexico,['Bruno Mars'],Spanish
Mejores Jordans,Victor Mendivil,Mejores Jordans,2024-07-30,80,1cZHUhGz7xJ8c4szDipipd,Mexico,['Oscar Maydon'],Spanish
APT.,ROSÉ,rosie,2024-12-06,91,4wJ5Qq0jBN4ajy7ouZIV1c,Mexico,['Bruno Mars'],Spanish
Pika Pika,Chuyin,Pika Pika,2024-11-29,75,5LHPcY9yd0hWVFIW4yfOCJ,Mexico,"['Fuerza Regida', 'Jorsshh', 'Calle 24']",Spanish
Rey Sin Reina,Julión Álvarez y su Norteño Banda,Atento Aviso ... Rey Sin Reina,2024-09-05,81,0BiDnJFB3TlRB6aji7jUz3,Mexico,[],Spanish
BLANCA ROSITA Y MARIA,Tito Double P,INCÓMODO,2024-08-22,80,1wsDxqEDpsvNCatbXHjOje,Mexico,[],Spanish
Cópia Proibida,Léo Foguete,Obrigado Deus,2024-10-26,83,280QfKhmWGn3LbyB39aA7u,Brazil,[],Portuguese
Oh Garota Eu Quero Você Só Pra Mim,Oruam,Oh Garota Eu Quero Você Só Pra Mim,2024-12-17,84,0BUkQGUXgcvf3gdCWYbtnJ,Brazil,"['Zé Felipe', 'MC Tuto', 'Dj Lc da Roça', 'MC K9', 'Mc Rodrigo do CN', 'mc pl alves']",Portuguese
Fui Mlk,Nilo,Fui Mlk,2024-11-22,84,4pOGEJRVOuaa9oyy7qTGf6,Brazil,"['Mc Paiva ZS', 'DJ Di Marques', 'FamousKyo']",Portuguese
Tando,Nuzio Medeiros,Tando,2024-11-28,84,4seW5sDVICaZw34NzrHPm0,Brazil,"['Henry Freitas', 'Kadu Martins']",Portuguese
Pilantra e Meio,Eric Land,Pilantra e Meio,2024-11-08,87,2k7EhDUKXApmeYVew9xeDf,Brazil,['Natanzinho Lima'],Portuguese
Coração Partido - Ao Vivo,Grupo Menos É Mais,Churrasquinho 3 (Ao Vivo),2024-11-14,74,6Kyl2nFgU0J8WBlbBvDv6g,Brazil,[],Portuguese
Young,Bias,Young,2024-12-20,36,1K0TY34wKXxw2xy817r1ht,Brazil,"['Bring2Life', 'Lion']",Portuguese
Barbie,MC Tuto,Barbie,2024-10-18,84,6s1kzj4EbhFLXbuAGJbhbn,Brazil,['DJ Glenner'],Portuguese
Descer Pra BC,Brenno & Matheus,Descer Pra BC,2024-11-15,83,6RzcNTnS02dnqoQMdTkQwi,Brazil,['DJ Ari SL'],Portuguese
Imã de Problema,Henry Freitas,Toca Que Eu Quero Ouvir,2024-09-20,87,7HrDxxY2b7vOKxJHtqdXN6,Brazil,['Mc Th'],Portuguese
Resenha do Arrocha,J. Eskine,Resenha do Arrocha,2024-11-29,81,0NQyryTVbjGMtWMA1eSqIn,Brazil,['Alef Donk'],Portuguese
Do Job,MC Tuto,Do Job,2024-11-11,80,3TnSAp3TfGMYptOqv234uK,Brazil,['Grelo'],Portuguese
Femme Like U - Tribute 2024 Remix by Tribbs,K.Maro,Femme Like U (Tribute 2024 Remix by Tribbs),2024-12-13,44,3BAb6WZUhmPxEkoWK6aQZn,Brazil,['Tribbs'],Portuguese
Última Saudade - Ao Vivo,Henrique & Juliano,Manifesto Musical 2 (Ao Vivo / Vol.1),2024-12-13,71,4y93vvzu2h8MITw7YyUTcI,Brazil,[],Portuguese
Última Noite - Solo,Léo Foguete,Obrigado Deus,2024-10-26,73,3cwVKjzKSTfvacYJF6Tkub,Brazil,[],Portuguese
Cantada Boba - Ao Vivo,Jorge & Mateus,Check-In (Ao Vivo),2024-11-07,81,2gfn28JSINCJGLrUimmu0l,Brazil,[],Portuguese
2025,MC Tuto,2025,2024-12-16,78,0UGGLKM970ymsBBN5TKjsD,Brazil,['DJ Oreia'],Portuguese
Miss You,Gran Error,Miss You,2024-12-13,38,53O4Ml3JlLojE19onincHb,Brazil,[],Portuguese
Última Noite,NATTAN,Estilo Nattanzinho (Ao Vivo em São Paulo),2024-08-07,79,6Ap9SM1WkmI4b4Mo2Cpa6f,Brazil,['Léo Foguete'],Portuguese
Medley de Igaratá 3,Mc Negão Original,Medley de Igaratá 3,2024-11-07,80,4FbYt9D0katV4nXZaC01Yt,Brazil,"['DJ Guh Mix', 'DJ Japa NK']",Portuguese
Malvadinho,MC LUUKY,Menor do Desacato,2024-12-03,72,5TOvA5Uhxti7FPh0EIdClV,Brazil,['DJ JB Mix'],Portuguese
Mentirosa - Ao Vivo,Hugo & Guilherme,Mentirosa (Ao Vivo),2024-12-19,81,7pBPXkaVQaP3Y3Wwfkpvbn,Brazil,['Wesley Safadão'],Portuguese
Stuck,82MAJOR,X-82,2024-10-15,50,1opdEnVoRU71lZHyjgNMGJ,Brazil,[],Portuguese
Puta É Só um Detalhe,DJ Douglinhas,Puta É Só um Detalhe,2024-10-14,61,4eqOz5gdCYww9GB5q3q1pU,Brazil,"['DJ Miller Oficial', 'MC Torugo']",Portuguese
MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1,DJ TOPO,MTG NA IMAGINAÇÃO (TOPO SESSIONS VOL. 1),2024-09-13,81,4jUZymsR3lkia9wkP0o9cX,Brazil,['Mc Livinho'],Portuguese
Body Splash - Ao Vivo,Felipe Araújo,Carta Aberta (Ao Vivo / Vol.1),2024-11-06,74,1AM8pZn5uY89vkItAH5bm3,Brazil,['Luan Pereira'],Portuguese
Sei Tocar Violão - Ao Vivo,Clayton & Romário,Ao Vivo Em Brasília (EP3),2024-09-26,81,2KdyhL41F9solmRiyLQ3yl,Brazil,[],Portuguese
Sit Down,Lahrel,Sit Down,2024-10-18,36,2yoSCIiSDgHGj71QRa2bjV,Brazil,['Afro B'],Portuguese
UM PALMO - Ao Vivo,Luan Pereira,UM PALMO (Ao Vivo),2024-12-11,77,2M2eRVCQbC3rHFSm9oT3YD,Brazil,['Léo Foguete'],Portuguese
Penélope Charmosa 2,Boladin 211,Penélope Charmosa 2,2024-09-27,72,6VH6SBNNL2RVWwImq046ce,Brazil,"['Dejinha', 'MC Rick']",Portuguese
FANTASMA,GORDÃO DO PC,FANTASMA (versão GORDÃO DO PC),2024-12-11,75,6x6EA3N9xXgptSakS7VZUg,Brazil,"['Mc Menor DN', 'Mc Leozin', 'Ana Laura Lopes']",Portuguese
Sujeito Homem - Ao Vivo,Guilherme & Benuto,Sujeito Homem (Ao Vivo),2024-10-17,80,2cGRf9skACWnKRK1eLYBJn,Brazil,[],Portuguese
One Of A Kind,Star 2,One Of A Kind,2024-12-06,37,1zoNRNiiZOBKESXZcOHtOM,Brazil,['SPRITE'],Portuguese
Banquinho - Ao Vivo,Felipe e Rodrigo,As melhores de 2024 - Felipe e Rodrigo (Ao Vivo),2024-12-20,41,6tiLLehoFiDA8yk4ePebgp,Brazil,[],Portuguese
Arruma Um Bão,Israel & Rodolffo,Termômetro,2024-10-03,80,6ukVCqH77f6cwRHyJBhGgy,Brazil,[],Portuguese
Peça Íntima,Murilo Huff,Peça Íntima,2024-10-10,80,5rHhO6SBSzo3E9m3KHyCtt,Brazil,['Ana Castela'],Portuguese
A Danada Me Ligando,MC Cebezinho,A Danada Me Ligando,2024-08-23,80,3H7eBmcTJyuEMStfmKuLmG,Brazil,"['DJ Oreia', 'MC Tuto', 'Love Funk', 'Mc Kako']",Portuguese
5D,Steinsdotter,5D,2024-12-15,36,1jGvgeLgyeNXKFWZD8jqWB,Brazil,[],Portuguese
Uma e Quinze da Manhã,Natanzinho Lima,De Bar em Bar 4.0,2024-03-06,79,39O9PGzlZnVTOhAYQjyBRG,Brazil,[],Portuguese
Mentira Estampada,Wesley Safadão,Arrocha Safadão,2024-09-06,76,4dGx53NJZJyuuLP5ownH1p,Brazil,['Natanzinho Lima'],Portuguese
Apaguei Pra Todos - Ao Vivo,Ferrugem,"Ferrugem 10 Anos, Vol. 1: O Início (Ao Vivo)",2024-04-18,77,65vJAh07BdwurqR9SRa6f8,Brazil,['Sorriso Maroto'],Portuguese
Float Away,MYKNS,Float Away,2024-11-29,48,0XsZBDsx5AE8oTfvnbDDYt,Brazil,['soleil'],Portuguese
PARECE - Ao Vivo,Luan Santana,Verão Sertanejo 2025 - Só Hits,2025-01-09,67,4HDqfO6SQMHFeGDFcepIPP,Brazil,[],Portuguese
365 Dias,MC Marks,365 Dias (Vida Mansa),2024-09-27,80,2drZGdAOxfE2KoMGTkidmq,Brazil,"['MC Ryan SP', 'MC Jvila', 'MC Bruno MS', 'Mc Magal', 'Aaron Modesto', 'DJ Dael']",Portuguese
Vai Lá - Ao Vivo em Goiânia,Maiara & Maraisa,iMEMsidão (Ao Vivo em Goiânia),2024-12-12,64,5DxPUI3cMU7EkayHlYLJCI,Brazil,[],Portuguese
Die With A Smile,Lady Gaga,Die With A Smile,2024-08-16,100,2plbrEY59IikOBgBGLjaoe,Brazil,['Bruno Mars'],Portuguese
Paredões,Grelo,Paredões,2024-11-29,75,4IlklRFZUgNQlwwW0PSLm7,Brazil,['Henrique & Juliano'],Portuguese
E Aí Como Que Tá ?,MC Tuto,2T Na Levada,2024-09-26,77,44BehH5rk8B5K4OtRxqpez,Brazil,['Oldilla'],Portuguese
"Chapa Máxima - feat. CAO$, Dj Lv Mdp",Boladin 211,"Chapa Máxima (feat. CAO$, Dj Lv Mdp)",2024-12-05,74,3yCtRV7LMeGBpvSHDR8uMV,Brazil,"['MC Rick', 'MC Leozinho ZS', 'CAO$', 'Dj Lv Mdp']",Portuguese
Cachorro,Thiago Carvalho,Cachorro,2024-12-20,79,2f6GG12VL2rGMS9BGjD7rM,Brazil,[],Portuguese
Interestelar,Plutonio,Carta de Alforria,2024-11-08,63,5lGXgWvY60L80gKGk5Clgc,Portugal,[],Portuguese
Amar Pela Metade,Calema,Amar Pela Metade / Aimer À Moitié,2024-09-20,57,3NhDCAOOhfGrHxuwquVgNz,Portugal,[],Portuguese
Vem Cá,No Maka,Vem Cá,2025-01-09,35,6PYtp8saDbdZftCBQm3F74,Portugal,['Joana Oliveira'],Portuguese
Desliza,Ana Moura,Desliza,2024-09-19,47,5CYWaMpBev0t7JgscBAeYv,Portugal,[],Portuguese
País das Maravilhas,Plutonio,Carta de Alforria,2024-11-08,59,0qGRWcPOMkkt7edm4wMVRf,Portugal,[],Portuguese
Bênção,Mizzy Miles,Bênção,2024-03-01,59,1hdWqiFAy5hNRxyVpDy81P,Portugal,"['Van Zee', 'Bispo']",Portuguese
Chuva,Diogo Piçarra,Chuva,2024-11-15,42,2uB7S2blkS8H0HnzwWAQDS,Portugal,[],Portuguese
CHAMPIONS LEAGUE,Mizzy Miles,CHAMPIONS LEAGUE,2025-01-17,51,7jMSd85QqbHjqlpDSr66Hg,Portugal,"['Slow J', 'Gson']",Portuguese
Faz Bem,Bluay,Faz Bem,2024-01-19,58,38adAyMqsOEwCdXETWCPPa,Portugal,['Julinho Ksd'],Portuguese
O Teu Cheiro,Bispo,O Teu Cheiro,2024-10-11,56,23PQOfRFXeQ6ZR4q7ZfM5r,Portugal,[],Portuguese
Só Fé,Grelo,É o Grelo,2024-07-19,73,0bPP5cDG1ZnbAVCEa3ZbQ1,Portugal,[],Portuguese
Quem És Tu?,Van Zee,ALTA COSTURA,2025-01-10,46,51Bmvm95rfbb7fJnVzAC77,Portugal,['FRANKIEONTHEGUITAR'],Portuguese
Juras,Mariana Pereira,Juras,2025-01-17,33,0bMU79dbvAax22hvi3u7ot,Portugal,[],Portuguese
Acordar,Plutonio,Acordar,2024-05-24,58,1M7pnSHpd4i5xFE2nUGq2W,Portugal,[],Portuguese
Por ti Amor,Matias Damásio,Por ti Amor,2024-11-15,48,2ZrBQjL7BS9y1zXUgWSf4U,Portugal,['D.A.M.A'],Portuguese
Before I Lose My Voice,Richie Campbell,Before I Lose My Voice,2024-09-27,52,7frjoQg8cSUY0Pb7OpCvl5,Portugal,[],Portuguese
Even,Richie Campbell,IT WILL HURT BOTH WAYS,2024-06-14,57,1cTamrfYAUHnoiMf2gpq55,Portugal,"['Van Zee', 'FRANKIEONTHEGUITAR']",Portuguese
Habibi,Dillaz,O Próprio,2024-02-16,53,31w82iq7jsYmPAsM8YChIy,Portugal,[],Portuguese
Game Over,No Maka,Game Over,2024-09-19,34,00rG52fVU3VmAUqRqH4dQA,Portugal,"['Umbelino', 'Mara Cortez']",Portuguese
Tata,Slow J,Afro Fado,2023-11-24,58,0fPOFtS7ZylYKcC9b64cSj,Portugal,[],Portuguese
Brutos Diamantes,SYRO,11 11,2023-11-11,52,0Mt4MqKdU2Z5wcBE9vybbi,Portugal,['Bispo'],Portuguese
Alô,Dillaz,O Próprio,2024-02-16,60,6vBuEFImAx36hDYiYqBtkZ,Portugal,['Plutonio'],Portuguese
Chamadas,Ivandro,Chamadas,2023-09-29,43,5qp0l5NUFRlwLuDs9Xxogv,Portugal,['Van Zee'],Portuguese
Sozinho,No Maka,Sozinho,2024-06-20,37,6FRjQPBZ4pEdKWGSCSgeh8,Portugal,['Mike Flowers'],Portuguese
Brutos Diamantes,SYRO,Brutos Diamantes,2023-11-10,41,2Dn1EJ0AQAWSgl3cyeJK3V,Portugal,['Bispo'],Portuguese
Gone,Noble,Gone (all over again),2024-11-15,26,1NoE4Z0ovRDSxk8pk6vmbK,Portugal,[],Portuguese
Designer,Brytiago,Trap Vibes,2023-05-18,25,3nuv4KFJCze5vcQC7kBBz3,Portugal,[],Portuguese
Contra Probabilidades,Bispo,Contra Probabilidades,2024-06-21,54,5nYYQ85x9DwEiEpETQNlNC,Portugal,['Julinho Ksd'],Portuguese
Fica,Umbelino,Fica,2025-01-16,24,71aUNoaXhwTWfLdWkHCMDW,Portugal,[],Portuguese
Amor De Ganga,Miguel Luz,Amor De Ganga,2024-10-22,55,2y5mEYDDPoQCgz55sP3eUz,Portugal,[],Portuguese
Rosa,Nuno Ribeiro,Rosa (feat. CONAN OSIRIS),2024-03-08,48,0w224dseDmkVEslHsZfkG3,Portugal,['CONAN OSIRIS'],Portuguese
Juro,Meninos do Rio,Juro,2024-11-29,22,7ttSjpnePc2S7mCCo5kmWn,Portugal,[],Portuguese
"Ela não sabe, pois não?",Bárbara Tinoco,Bichinho (para onde vai o amor?),2024-05-31,52,10xWn4Ju0hK96COGlHm70s,Portugal,[],Portuguese
Foragido,João Couto,Foragido,2025-01-09,12,7Co4IqAHSmekeIWGLQgNB3,Portugal,[],Portuguese
UH LA LA LA,LON3R JOHNY,ANTI$$OCIAL,2023-04-01,0,7zogy2wgR1sOBYLx9ouhcq,Portugal,['Plutonio'],Portuguese
Ultimamente,Slow J,Afro Fado,2023-11-24,49,2OXcFFTAhcpElg1ZMAqLB7,Portugal,[],Portuguese
Reykjavík,David Derekh,isto não é um álbum.,2024-12-12,29,7HZhe5Kycx0Zl43gCqNqSK,Portugal,[],Portuguese
Carro,Bárbara Bandeira,Finda,2023-10-06,54,5yS8wgwBnmjpXwGislck0n,Portugal,['Dillaz'],Portuguese
Até ao Fim,Maninho,Até ao Fim,2023-11-03,55,0KVuFaXvgC5v4xRlSIiitI,Portugal,[],Portuguese
One Day,Regal Noise,One Day,2025-01-17,29,2OifWaGYwh3HrPJA7yUTcY,Portugal,[],Portuguese
to my younger self,Alexa Kate,wishing you well,2024-07-12,25,7bhGAnmxEerfeUrSIJO4xT,Portugal,[],Portuguese
2 passos,bruno barbosa,2 passos,2024-11-22,12,5kagX7IdYbVbJKtL0cBuQM,Portugal,[],Portuguese
Não Me Importa,Afro Connexion,Não Me Importa,2024-11-22,35,25kY6gmdHHbBNaMFvu2pnP,Portugal,['Tommy Guitar'],Portuguese
Romance de Balcão - André Henriques Remix,ÁTOA,Romance de Balcão (André Henriques Remix),2024-10-18,20,1IEeqO3re8gxnjEQbKx3wr,Portugal,"['André Henriques', 'Grupo Académico Seistetos (Universidade Évora)']",Portuguese
Alma Nua,Van Zee,Alma Nua,2022-12-16,45,6qqCZliorzZbHI6HWM02g1,Portugal,[],Portuguese
A Sós,RAFA MARTINI,A Sós,2024-10-10,24,6HzHacIoDT4rikjvmDu9aS,Portugal,[],Portuguese
Dois,Fernando Daniel,Dois,2024-03-15,42,4eYWyX4X4InIx1QnKkv3UI,Portugal,[],Portuguese
Amor de Ferro,Diogo Piçarra,Amor de Ferro,2024-02-22,44,7LET87zmdD3hHXmijQwR9r,Portugal,['Pedro Abrunhosa'],Portuguese
Tranquilo,No Maka,Tranquilo,2023-09-29,36,07AubG1Lics5ehjbcFncCK,Portugal,['Mike Flowers'],Portuguese
Woman,Charli Elle,Woman,2023-11-03,19,5b69cWDK4rXk94G8sM5GCL,Portugal,[],Portuguese
Daydreaming,Bruklin,Daydreaming,2024-10-16,18,4MbbPlazYHz892lbnWPelv,Portugal,[],Portuguese
Maria Joana,Nuno Ribeiro,Maria Joana,2023-04-14,54,4yY22pTpZ7qqOEGUtbE6D4,Portugal,"['Calema', 'Mariza']",Portuguese
Quem Sou Eu,Rafael Abrantes,Quem Sou Eu,2024-10-25,22,79eXUmnWzmai1lNpbipH1p,Portugal,[],Portuguese
PIÑA COLADA,LON3R JOHNY,PIÑA COLADA,2023-07-29,52,4r4PT8ztky9NfGINelXcxM,Portugal,['Plutonio'],Portuguese
Eu e Tu,Mike11,Eu e Tu,2024-07-05,38,4YN0S8r2onJGCiPdVrMh8A,Portugal,['D.A.M.A'],Portuguese
É o que é,Nena,É o que é,2024-02-02,36,4H4l9EBvtbj5Z18TsXTTSc,Portugal,[],Portuguese
Garota,Maninho,Garota (feat. Marisa Liz),2024-06-07,54,3YsnklkstFoHWUNw6Oqici,Portugal,['Marisa Liz'],Portuguese
Nota 100,No Maka,Nota 100,2018-05-31,34,3OrekJKG24QIq5Djxzl2vW,Portugal,['Laton'],Portuguese
Planeta,Bispo,Planeta,2023-03-24,52,0r1WiGIHk8ys95AvbqCbwW,Portugal,['Bárbara Tinoco'],Portuguese
Amanhã De Manhã - Remix,Doce,Amanhã de Manhã (André Henriques Remix),2024-05-24,24,5DPU5U07c12sZ4ueOn9SHq,Portugal,['André Henriques'],Portuguese
Outro Planeta,Virgul,Outro Planeta,2024-07-05,43,5gowKvKBEEpQhdAL2Qklhe,Portugal,[],Portuguese
Look,Brada,Culture,2024-07-19,20,53EtySiG6D0m9GFSaVJPQa,Portugal,['Andreaa'],Portuguese
#Sextou,No Maka,#Sextou,2019-06-28,27,0SOPsClC3TtTEmfUjo2nba,Portugal,"['ILBF', 'Favela Lacroix']",Portuguese
casa,Fernando Daniel,V.H.S (vol.1),2023-05-26,51,53gXl8SihJLcFeC2D8g6ry,Portugal,[],Portuguese
Cura,ECSTAZZZ,Cura,2024-11-01,22,7JFuGg6JP0OgWwiCQnFsL3,Portugal,[],Portuguese
Chakras,Ivandro,Chakras,2023-04-28,47,3dbWR5RYjRmbtY6QIGNUs4,Portugal,['Julinho Ksd'],Portuguese
Caladinho,Mickael Carreira,Caladinho,2023-11-10,39,3C4Em4onvpJL4OlamGdlMD,Portugal,[],Portuguese
A Nossa Dança,Calema,A Nossa Dança,2023-04-06,57,0xKBEEJwpjaLn1QhCdyKcf,Portugal,[],Portuguese
Chamada não Atendida,Bárbara Tinoco,Bichinho,2023-04-21,46,0qOdDzi89OD7CBnCivfHEf,Portugal,[],Portuguese
Loucamente,D.A.M.A,Loucamente,2023-05-12,47,7dmP18O7QHHwf2VXjBauJ3,Portugal,['Los Romeros'],Portuguese
Noite,Ivandro,Noite,2023-11-17,44,2v21Q5ape3sbMXCNBX7NIy,Portugal,['Vitor Kley'],Portuguese
0044,LON3R JOHNY,LONDON LP,2025-01-09,54,7cfIbKCASPe9FDhYjaQnDd,Portugal,['ProfJam'],Portuguese
